model,target_variable,forecast_date,target_end_date,horizon,location,location_name,wis,sharpness,underprediction,overprediction,ae_median,bias,cov_50,cov_95,n_quantiles
epiforecasts-tsensemble,inc case,2024-04-29,2024-05-25,4,AT,Austria,1,0,0,0,1,0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-05-06,2024-05-25,3,AT,Austria,1,0,0,0,2,0.5,1,1,23
epiforecasts-tsensemble,inc case,2024-05-20,2024-05-25,1,AT,Austria,0,0,0,0,1,0.3,1,1,23
ECDC-norrsken_blue,inc case,2024-05-06,2024-06-01,4,AT,Austria,57,49,0,8,38,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-05-06,2024-06-01,4,AT,Austria,880,702,0,179,619,1,0,0,23
ECDC-soca_simplex,inc case,2024-05-20,2024-06-01,2,AT,Austria,1,0,1,0,2,-1,0,0,23
ECDC-soca_simplex,inc case,2024-05-27,2024-06-01,1,AT,Austria,1,0,1,0,1,-0.9,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-05-06,2024-06-01,4,AT,Austria,28,25,0,3,18,0.6,0,1,23
Lydia-SARIMA,inc case,2024-05-20,2024-06-01,2,AT,Austria,3411,3411,0,0,3,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-05-27,2024-06-01,1,AT,Austria,2283,2283,0,0,3,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-05-06,2024-06-01,4,AT,Austria,2,0,2,0,3,-0.9,0,1,23
epiforecasts-EpiNow2,inc case,2024-05-20,2024-06-01,2,AT,Austria,1,0,1,0,3,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-05-27,2024-06-01,1,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-05-06,2024-06-01,4,AT,Austria,1,0,0,0,2,-0.5,1,1,23
epiforecasts-tsensemble,inc case,2024-05-20,2024-06-01,2,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-05-27,2024-06-01,1,AT,Austria,1,0,1,0,2,-0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-06-03,2024-06-08,1,AT,Austria,25,19,0,6,26,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-06-03,2024-06-08,1,AT,Austria,50,22,0,27,60,1,0,0,23
ECDC-soca_simplex,inc case,2024-05-20,2024-06-08,3,AT,Austria,1,0,1,0,2,-1,0,0,23
ECDC-soca_simplex,inc case,2024-05-27,2024-06-08,2,AT,Austria,1,0,1,0,1,-0.8,0,1,23
EuroCOVIDhub-ensemble,inc case,2024-06-03,2024-06-08,1,AT,Austria,11,8,0,2,12,0.5,1,1,23
Lydia-SARIMA,inc case,2024-05-20,2024-06-08,3,AT,Austria,4187,4187,0,0,3,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-05-27,2024-06-08,2,AT,Austria,3370,3370,0,0,3,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-06-03,2024-06-08,1,AT,Austria,2353,2338,0,15,352,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-05-20,2024-06-08,3,AT,Austria,1,0,1,0,3,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-05-27,2024-06-08,2,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-06-03,2024-06-08,1,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-05-20,2024-06-08,3,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-05-27,2024-06-08,2,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-06-03,2024-06-08,1,AT,Austria,1,0,1,0,2,-0.8,0,1,23
ECDC-norrsken_blue,inc case,2024-06-03,2024-06-15,2,AT,Austria,44,31,0,13,50,0.8,0,1,23
ECDC-norrsken_green,inc case,2024-06-03,2024-06-15,2,AT,Austria,146,85,0,61,148,1,0,0,23
ECDC-soca_simplex,inc case,2024-05-27,2024-06-15,3,AT,Austria,2,0,2,0,2,-1,0,0,23
EuroCOVIDhub-ensemble,inc case,2024-06-03,2024-06-15,2,AT,Austria,22,16,0,6,24,0.7,0,1,23
Lydia-SARIMA,inc case,2024-05-27,2024-06-15,3,AT,Austria,4155,4155,0,0,2,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-06-03,2024-06-15,2,AT,Austria,3495,3469,0,26,601,0.1,1,1,23
Lydia-SARIMA,inc case,2024-06-10,2024-06-15,1,AT,Austria,2306,2299,0,7,165,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-05-20,2024-06-15,4,AT,Austria,1,0,1,0,2,-0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-05-27,2024-06-15,3,AT,Austria,1,0,0,0,2,-0.5,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-03,2024-06-15,2,AT,Austria,1,0,0,0,1,-0.5,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-10,2024-06-15,1,AT,Austria,1,0,1,0,2,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-05-20,2024-06-15,4,AT,Austria,1,0,0,0,1,-0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-05-27,2024-06-15,3,AT,Austria,0,0,0,0,1,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-06-03,2024-06-15,2,AT,Austria,0,0,0,0,1,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-06-10,2024-06-15,1,AT,Austria,0,0,0,0,0,0,1,1,23
ECDC-norrsken_blue,inc case,2024-06-03,2024-06-22,3,AT,Austria,63,48,0,16,73,0.7,0,1,23
ECDC-norrsken_green,inc case,2024-06-03,2024-06-22,3,AT,Austria,449,322,0,126,343,1,0,0,23
EuroCOVIDhub-ensemble,inc case,2024-06-03,2024-06-22,3,AT,Austria,30,24,0,6,33,0.5,1,1,23
Lydia-SARIMA,inc case,2024-06-03,2024-06-22,3,AT,Austria,4236,4232,0,4,101,0.1,1,1,23
Lydia-SARIMA,inc case,2024-06-10,2024-06-22,2,AT,Austria,3373,3369,0,4,95,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-05-27,2024-06-22,4,AT,Austria,7,0,6,0,9,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-03,2024-06-22,3,AT,Austria,7,0,6,0,9,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-10,2024-06-22,2,AT,Austria,8,0,8,0,9,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-17,2024-06-22,1,AT,Austria,6,0,5,0,8,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-05-27,2024-06-22,4,AT,Austria,7,0,6,0,8,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-03,2024-06-22,3,AT,Austria,7,0,7,0,8,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-10,2024-06-22,2,AT,Austria,6,0,6,0,7,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-17,2024-06-22,1,AT,Austria,6,0,6,0,7,-1,0,0,23
ECDC-norrsken_blue,inc case,2024-06-03,2024-06-29,4,AT,Austria,94,67,0,26,111,0.8,0,1,23
ECDC-norrsken_green,inc case,2024-06-03,2024-06-29,4,AT,Austria,1538,1254,0,284,823,1,0,0,23
EuroCOVIDhub-ensemble,inc case,2024-06-03,2024-06-29,4,AT,Austria,45,34,0,11,52,0.6,0,1,23
Lydia-SARIMA,inc case,2024-06-10,2024-06-29,3,AT,Austria,4187,4173,0,14,324,0.1,1,1,23
Lydia-SARIMA,inc case,2024-06-24,2024-06-29,1,AT,Austria,2221,2221,0,0,8,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-03,2024-06-29,4,AT,Austria,6,0,5,0,8,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-10,2024-06-29,3,AT,Austria,7,0,6,0,8,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-17,2024-06-29,2,AT,Austria,5,0,4,0,7,-0.9,0,1,23
epiforecasts-EpiNow2,inc case,2024-06-24,2024-06-29,1,AT,Austria,4,1,3,0,6,-0.9,0,1,23
epiforecasts-tsensemble,inc case,2024-06-03,2024-06-29,4,AT,Austria,6,0,5,0,7,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-10,2024-06-29,3,AT,Austria,5,0,4,0,6,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-17,2024-06-29,2,AT,Austria,5,0,4,0,6,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-24,2024-06-29,1,AT,Austria,5,0,4,0,6,-1,0,0,23
Lydia-SARIMA,inc case,2024-06-24,2024-07-06,2,AT,Austria,3402,3381,0,21,479,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-01,2024-07-06,1,AT,Austria,2247,2246,1,0,17,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-10,2024-07-06,4,AT,Austria,16,0,15,0,17,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-17,2024-07-06,3,AT,Austria,13,0,13,0,16,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-24,2024-07-06,2,AT,Austria,10,1,10,0,15,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-07-01,2024-07-06,1,AT,Austria,11,1,10,0,15,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-10,2024-07-06,4,AT,Austria,14,0,14,0,15,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-17,2024-07-06,3,AT,Austria,14,0,13,0,15,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-24,2024-07-06,2,AT,Austria,14,0,13,0,15,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-01,2024-07-06,1,AT,Austria,14,0,14,0,15,-1,0,0,23
Lydia-SARIMA,inc case,2024-06-24,2024-07-13,3,AT,Austria,4153,4144,0,9,201,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-01,2024-07-13,2,AT,Austria,3310,3309,1,0,12,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-08,2024-07-13,1,AT,Austria,2284,2284,1,0,12,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-17,2024-07-13,4,AT,Austria,8,0,7,0,11,-1,0,0,23
epiforecasts-EpiNow2,inc case,2024-06-24,2024-07-13,3,AT,Austria,6,1,5,0,10,-0.9,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-01,2024-07-13,2,AT,Austria,6,1,5,0,10,-0.9,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-08,2024-07-13,1,AT,Austria,3,2,0,0,3,-0.2,1,1,23
epiforecasts-tsensemble,inc case,2024-06-17,2024-07-13,4,AT,Austria,9,0,8,0,10,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-06-24,2024-07-13,3,AT,Austria,9,0,8,0,10,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-01,2024-07-13,2,AT,Austria,9,0,8,0,10,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-08,2024-07-13,1,AT,Austria,2,1,1,0,4,-0.7,0,1,23
Lydia-SARIMA,inc case,2024-07-01,2024-07-20,3,AT,Austria,4089,4089,1,0,12,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-08,2024-07-20,2,AT,Austria,3350,3350,1,0,12,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-06-24,2024-07-20,4,AT,Austria,5,1,4,0,10,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-01,2024-07-20,3,AT,Austria,5,1,4,0,9,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-08,2024-07-20,2,AT,Austria,4,4,0,0,1,-0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-15,2024-07-20,1,AT,Austria,4,4,0,0,0,0,1,1,23
epiforecasts-tsensemble,inc case,2024-06-24,2024-07-20,4,AT,Austria,8,0,8,0,10,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-01,2024-07-20,3,AT,Austria,9,0,8,0,10,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-08,2024-07-20,2,AT,Austria,2,1,1,0,4,-0.6,0,1,23
epiforecasts-tsensemble,inc case,2024-07-15,2024-07-20,1,AT,Austria,2,1,1,0,4,-0.6,0,1,23
ECDC-soca_simplex,inc case,2024-07-22,2024-07-27,1,AT,Austria,2,1,1,0,3,-0.7,0,1,23
Lydia-SARIMA,inc case,2024-07-08,2024-07-27,3,AT,Austria,4178,4170,0,8,177,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-22,2024-07-27,1,AT,Austria,2331,2322,0,9,213,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-01,2024-07-27,4,AT,Austria,7,1,5,0,12,-0.8,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-08,2024-07-27,3,AT,Austria,6,6,0,0,0,0,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-15,2024-07-27,2,AT,Austria,5,5,0,0,0,0,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-22,2024-07-27,1,AT,Austria,9,7,0,3,13,0.5,1,1,23
epiforecasts-tsensemble,inc case,2024-07-01,2024-07-27,4,AT,Austria,12,0,11,0,13,-1,0,0,23
epiforecasts-tsensemble,inc case,2024-07-08,2024-07-27,3,AT,Austria,4,1,3,0,7,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-07-15,2024-07-27,2,AT,Austria,4,1,3,0,7,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-07-22,2024-07-27,1,AT,Austria,2,2,0,0,3,-0.3,1,1,23
ECDC-soca_simplex,inc case,2024-07-22,2024-08-03,2,AT,Austria,2,1,1,0,4,-0.6,0,1,23
ECDC-soca_simplex,inc case,2024-07-29,2024-08-03,1,AT,Austria,6,6,0,0,2,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-22,2024-08-03,2,AT,Austria,3535,3509,0,26,607,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-29,2024-08-03,1,AT,Austria,2314,2311,0,3,71,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-08,2024-08-03,4,AT,Austria,8,8,0,0,4,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-15,2024-08-03,3,AT,Austria,9,8,0,1,7,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-22,2024-08-03,2,AT,Austria,17,11,0,7,27,0.7,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-29,2024-08-03,1,AT,Austria,8,6,0,2,10,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-07-08,2024-08-03,4,AT,Austria,4,1,3,0,7,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-07-15,2024-08-03,3,AT,Austria,3,1,2,0,7,-0.7,0,1,23
epiforecasts-tsensemble,inc case,2024-07-22,2024-08-03,2,AT,Austria,2,2,0,0,3,-0.3,1,1,23
epiforecasts-tsensemble,inc case,2024-07-29,2024-08-03,1,AT,Austria,2,1,0,0,3,-0.3,1,1,23
ECDC-soca_simplex,inc case,2024-07-22,2024-08-10,3,AT,Austria,7,1,7,0,10,-1,0,0,23
ECDC-soca_simplex,inc case,2024-07-29,2024-08-10,2,AT,Austria,10,10,0,0,2,-0.1,1,1,23
ECDC-soca_simplex,inc case,2024-08-05,2024-08-10,1,AT,Austria,6,0,6,0,8,-1,0,0,23
Lydia-SARIMA,inc case,2024-07-22,2024-08-10,3,AT,Austria,4365,4326,0,38,878,0.1,1,1,23
Lydia-SARIMA,inc case,2024-07-29,2024-08-10,2,AT,Austria,3379,3378,1,0,21,-0.1,1,1,23
Lydia-SARIMA,inc case,2024-08-05,2024-08-10,1,AT,Austria,2274,2268,0,6,139,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-15,2024-08-10,4,AT,Austria,14,13,0,0,7,0.2,1,1,23
epiforecasts-EpiNow2,inc case,2024-07-22,2024-08-10,3,AT,Austria,27,18,0,9,36,0.6,0,1,23
epiforecasts-EpiNow2,inc case,2024-07-29,2024-08-10,2,AT,Austria,13,11,0,2,15,0.4,1,1,23
epiforecasts-tsensemble,inc case,2024-07-15,2024-08-10,4,AT,Austria,9,1,7,0,14,-0.9,0,1,23
epiforecasts-tsensemble,inc case,2024-07-22,2024-08-10,3,AT,Austria,5,2,3,0,9,-0.7,0,1,23
epiforecasts-tsensemble,inc case,2024-07-29,2024-08-10,2,AT,Austria,5,2,3,0,9,-0.8,0,1,23
epiforecasts-tsensemble,inc case,2024-08-05,2024-08-10,1,AT,Austria,3,1,2,0,6,-0.7,0,1,23
EuroCOVIDhub-baseline,inc case,2023-09-18,2023-09-23,1,BE,Belgium,1837,1812,25,0,578,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-18,2023-09-23,1,BE,Belgium,1048,955,0,92,841,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-09-18,2023-09-23,1,BE,Belgium,3033,654,0,2379,4527,1,0,0,23
epiforecasts-weeklygrowth,inc case,2023-09-18,2023-09-23,1,BE,Belgium,857,765,0,92,841,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-18,2023-09-30,2,BE,Belgium,2309,2279,30,0,687,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-25,2023-09-30,1,BE,Belgium,1881,1868,13,0,293,-0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-18,2023-09-30,2,BE,Belgium,1485,1390,0,95,962,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-25,2023-09-30,1,BE,Belgium,590,579,0,11,181,0.2,1,1,23
SGroup-RandomForest,inc case,2023-09-25,2023-09-30,1,BE,Belgium,526,520,0,6,137,0.1,1,1,23
epiforecasts-EpiNow2,inc case,2023-09-18,2023-09-30,2,BE,Belgium,4472,972,0,3500,6460,1,0,0,23
epiforecasts-EpiNow2,inc case,2023-09-25,2023-09-30,1,BE,Belgium,691,371,0,319,1115,0.7,0,1,23
epiforecasts-tsensemble,inc case,2023-09-25,2023-09-30,1,BE,Belgium,271,261,0,11,181,0.2,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-18,2023-09-30,2,BE,Belgium,1210,1115,0,95,962,0.3,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-25,2023-09-30,1,BE,Belgium,856,761,0,96,852,0.3,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-18,2023-10-07,3,BE,Belgium,2764,2741,23,0,531,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-25,2023-10-07,2,BE,Belgium,2355,2349,6,0,137,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-02,2023-10-07,1,BE,Belgium,1958,1936,0,21,492,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-18,2023-10-07,3,BE,Belgium,2149,2010,0,138,1328,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-25,2023-10-07,2,BE,Belgium,797,725,0,72,570,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-02,2023-10-07,1,BE,Belgium,698,674,0,24,492,0.2,1,1,23
SGroup-RandomForest,inc case,2023-09-25,2023-10-07,2,BE,Belgium,718,716,0,2,48,0.1,1,1,23
SGroup-RandomForest,inc case,2023-10-02,2023-10-07,1,BE,Belgium,525,459,66,0,532,-0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-09-18,2023-10-07,3,BE,Belgium,5955,1311,0,4644,8501,1,0,0,23
epiforecasts-EpiNow2,inc case,2023-09-25,2023-10-07,2,BE,Belgium,886,466,0,420,1424,0.8,0,1,23
epiforecasts-EpiNow2,inc case,2023-10-02,2023-10-07,1,BE,Belgium,550,533,0,17,334,0.2,1,1,23
epiforecasts-tsensemble,inc case,2023-09-25,2023-10-07,2,BE,Belgium,393,320,0,72,570,0.3,1,1,23
epiforecasts-tsensemble,inc case,2023-10-02,2023-10-07,1,BE,Belgium,692,343,0,349,1293,0.6,0,1,23
epiforecasts-weeklygrowth,inc case,2023-09-18,2023-10-07,3,BE,Belgium,1740,1601,0,138,1328,0.3,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-25,2023-10-07,2,BE,Belgium,1229,1093,0,136,1158,0.3,1,1,23
epiforecasts-weeklygrowth,inc case,2023-10-02,2023-10-07,1,BE,Belgium,1543,1036,0,506,2148,0.6,0,1,23
EuroCOVIDhub-baseline,inc case,2023-09-18,2023-10-14,4,BE,Belgium,3190,3180,11,0,246,-0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-25,2023-10-14,3,BE,Belgium,2817,2810,0,6,148,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-02,2023-10-14,2,BE,Belgium,2467,2434,0,34,777,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-09,2023-10-14,1,BE,Belgium,1312,1297,0,14,331,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-18,2023-10-14,4,BE,Belgium,2134,1975,0,160,1595,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-25,2023-10-14,3,BE,Belgium,1287,1142,0,146,912,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-02,2023-10-14,2,BE,Belgium,825,750,0,75,822,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-09,2023-10-14,1,BE,Belgium,586,546,0,40,331,0.3,1,1,23
SGroup-RandomForest,inc case,2023-09-25,2023-10-14,3,BE,Belgium,1167,1142,0,26,592,0.1,1,1,23
SGroup-RandomForest,inc case,2023-10-02,2023-10-14,2,BE,Belgium,539,530,9,0,202,-0.1,1,1,23
SGroup-RandomForest,inc case,2023-10-09,2023-10-14,1,BE,Belgium,664,580,0,83,724,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-09-18,2023-10-14,4,BE,Belgium,7201,1442,0,5759,9956,1,0,0,23
epiforecasts-EpiNow2,inc case,2023-09-25,2023-10-14,3,BE,Belgium,1092,563,0,529,1673,0.8,0,1,23
epiforecasts-EpiNow2,inc case,2023-10-02,2023-10-14,2,BE,Belgium,743,668,0,75,822,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-10-09,2023-10-14,1,BE,Belgium,840,550,0,290,1355,0.6,0,1,23
epiforecasts-tsensemble,inc case,2023-09-25,2023-10-14,3,BE,Belgium,517,371,0,146,912,0.4,1,1,23
epiforecasts-tsensemble,inc case,2023-10-02,2023-10-14,2,BE,Belgium,906,416,0,490,1719,0.7,0,1,23
epiforecasts-tsensemble,inc case,2023-10-09,2023-10-14,1,BE,Belgium,187,148,0,40,281,0.4,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-18,2023-10-14,4,BE,Belgium,2555,2336,0,218,1803,0.4,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-25,2023-10-14,3,BE,Belgium,1788,1571,0,218,1533,0.4,1,1,23
epiforecasts-weeklygrowth,inc case,2023-10-02,2023-10-14,2,BE,Belgium,2178,1547,0,631,2713,0.6,0,1,23
epiforecasts-weeklygrowth,inc case,2023-10-09,2023-10-14,1,BE,Belgium,302,300,0,1,33,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-09-25,2023-10-21,4,BE,Belgium,3254,3243,0,11,257,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-02,2023-10-21,3,BE,Belgium,2918,2879,0,39,886,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-09,2023-10-21,2,BE,Belgium,1875,1856,0,19,440,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-16,2023-10-21,1,BE,Belgium,1318,1298,0,19,440,0.1,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-09-25,2023-10-21,4,BE,Belgium,1150,949,0,201,1189,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-02,2023-10-21,3,BE,Belgium,1276,1197,0,79,902,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-09,2023-10-21,2,BE,Belgium,797,735,0,62,440,0.3,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-16,2023-10-21,1,BE,Belgium,824,804,0,20,450,0.1,1,1,23
Lydia-simpleARIMA,inc case,2023-10-16,2023-10-21,1,BE,Belgium,2324,2253,0,71,1636,0.1,1,1,23
SGroup-RandomForest,inc case,2023-09-25,2023-10-21,4,BE,Belgium,1023,962,0,61,816,0.2,1,1,23
SGroup-RandomForest,inc case,2023-10-02,2023-10-21,3,BE,Belgium,1233,1154,0,79,902,0.2,1,1,23
SGroup-RandomForest,inc case,2023-10-09,2023-10-21,2,BE,Belgium,896,779,0,117,1002,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-09-25,2023-10-21,4,BE,Belgium,1061,592,0,468,1684,0.8,0,1,23
epiforecasts-EpiNow2,inc case,2023-10-02,2023-10-21,3,BE,Belgium,814,738,0,75,824,0.3,1,1,23
epiforecasts-EpiNow2,inc case,2023-10-09,2023-10-21,2,BE,Belgium,1062,674,0,387,1636,0.6,0,1,23
epiforecasts-tsensemble,inc case,2023-09-25,2023-10-21,4,BE,Belgium,686,404,0,281,1189,0.5,1,1,23
epiforecasts-tsensemble,inc case,2023-10-02,2023-10-21,3,BE,Belgium,1094,491,0,603,2087,0.7,0,1,23
epiforecasts-tsensemble,inc case,2023-10-09,2023-10-21,2,BE,Belgium,244,176,0,68,387,0.4,1,1,23
epiforecasts-tsensemble,inc case,2023-10-16,2023-10-21,1,BE,Belgium,259,168,0,91,460,0.5,1,1,23
epiforecasts-weeklygrowth,inc case,2023-09-25,2023-10-21,4,BE,Belgium,2568,2331,0,237,1752,0.4,1,1,23
epiforecasts-weeklygrowth,inc case,2023-10-02,2023-10-21,3,BE,Belgium,2926,2275,0,651,3072,0.6,0,1,23
epiforecasts-weeklygrowth,inc case,2023-10-09,2023-10-21,2,BE,Belgium,402,400,0,2,42,0.1,1,1,23
epiforecasts-weeklygrowth,inc case,2023-10-16,2023-10-21,1,BE,Belgium,401,401,0,0,2,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-02,2023-10-28,4,BE,Belgium,3370,3324,0,46,1058,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-09,2023-10-28,3,BE,Belgium,2367,2340,0,27,612,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-16,2023-10-28,2,BE,Belgium,1879,1853,0,27,612,0.1,1,1,23
EuroCOVIDhub-baseline,inc case,2023-10-23,2023-10-28,1,BE,Belgium,1349,1296,0,53,722,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-02,2023-10-28,4,BE,Belgium,1208,1133,0,75,1058,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-09,2023-10-28,3,BE,Belgium,971,849,0,122,630,0.4,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-16,2023-10-28,2,BE,Belgium,1181,1135,0,46,618,0.2,1,1,23
EuroCOVIDhub-ensemble,inc case,2023-10-23,2023-10-28,1,BE,Belgium,919,856,0,63,788,0.2,1,1,23
Lydia-simpleARIMA,inc case,2023-10-16,2023-10-28,2,BE,Belgium,4161,3922,0,240,3997,0.2,1,1,23
Lydia-simpleARIMA,inc case,2023-10-23,2023-10-28,1,BE,Belgium,2343,2246,0,97,1932,0.2,1,1,23
SGroup-RandomForest,inc case,2023-10-02,2023-10-28,4,BE,Belgium,973,936,0,37,511,0.2,1,1,23
SGroup-RandomForest,inc case,2023-10-09,2023-10-28,3,BE,Belgium,1467,1218,0,249,1599,0.4,1,1,23
