model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
MUNI-ARIMA,inc case,2,IS,118,21,78,19,1.05,147,1,0.56,0.88,-0.26,1,16,Iceland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,4,IS,281,27,178,76,1.65,330,1.52,0.2,0.4,-0.02,1,15,Iceland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,4,IS,248,25,190,33,1.46,300,1.38,0.2,0.6,-0.28,1,15,Iceland
RobertWalraven-ESG,inc case,1,IS,97,5,62,29,1.48,79,1.34,0.12,0.4,-0.37,1,25,Iceland
MUNI-ARIMA,inc case,3,IS,209,29,137,44,1.28,269,1.28,0.43,0.79,-0.28,1,14,Iceland
RobertWalraven-ESG,inc case,2,IS,167,5,128,34,1.32,123,1.15,0.12,0.38,-0.43,1,24,Iceland
MUNI-ARIMA,inc case,4,IS,285,32,190,64,1.49,369,1.51,0.46,0.69,-0.34,1,13,Iceland
RobertWalraven-ESG,inc case,3,IS,227,4,202,20,1.3,152,1.08,0.13,0.43,-0.54,1,23,Iceland
RobertWalraven-ESG,inc case,4,IS,279,3,272,4,1.35,174,1.07,0.18,0.59,-0.62,1,22,Iceland
EuroCOVIDhub-baseline,inc death,1,IS,0,0,0,0,1,0,1,0.92,1,-0.07,1,25,Iceland
EuroCOVIDhub-ensemble,inc death,1,IS,0,0,0,0,1.34,0,1.14,0.92,0.96,-0.06,1,25,Iceland
EuroCOVIDhub-mean,inc death,1,IS,0,0,0,0,1.5,0,1.14,0.92,1,-0.05,1,25,Iceland
EuroCOVIDhub-median,inc death,1,IS,0,0,0,0,1.04,0,1,0.92,0.96,-0.07,1,25,Iceland
ILM-EKF,inc death,1,IS,0,0,0,0,4.63,0,1.91,1,1,0.02,1,25,Iceland
LANL-GrowthRate,inc death,1,IS,0,0,0,0,1.06,0,1,0.92,0.96,-0.07,1,24,Iceland
RobertWalraven-ESG,inc death,1,IS,0,0,0,0,2.11,0,1.98,0.92,0.92,-0.01,1,25,Iceland
USC-SIkJalpha,inc death,1,IS,0,0,0,0,1.13,0,1,0.92,0.92,-0.08,1,25,Iceland
EuroCOVIDhub-baseline,inc death,2,IS,0,0,0,0,1,0,1,0.92,1,-0.07,1,24,Iceland
EuroCOVIDhub-ensemble,inc death,2,IS,0,0,0,0,1.08,0,1.15,0.92,1,-0.03,1,24,Iceland
EuroCOVIDhub-mean,inc death,2,IS,0,0,0,0,1.88,0,1.92,0.96,1,0.02,1,24,Iceland
EuroCOVIDhub-median,inc death,2,IS,0,0,0,0,0.75,0,1,0.92,1,-0.06,1,24,Iceland
ILM-EKF,inc death,2,IS,1,0,0,0,4.51,0,1.54,1,1,0.03,1,24,Iceland
LANL-GrowthRate,inc death,2,IS,0,0,0,0,1,0,1,0.91,0.96,-0.07,1,23,Iceland
RobertWalraven-ESG,inc death,2,IS,0,0,0,0,0.83,0,0.8,0.96,1,0.02,1,24,Iceland
USC-SIkJalpha,inc death,2,IS,0,0,0,0,1,0,1,0.92,0.92,-0.08,1,24,Iceland
EuroCOVIDhub-baseline,inc death,3,IS,0,0,0,0,1,0,1,0.96,1,-0.06,1,23,Iceland
EuroCOVIDhub-ensemble,inc death,3,IS,0,0,0,0,1.18,0,1.15,0.91,0.96,-0.05,1,23,Iceland
EuroCOVIDhub-mean,inc death,3,IS,0,0,0,0,3.18,0,3.43,0.87,1,0.06,1,23,Iceland
EuroCOVIDhub-median,inc death,3,IS,0,0,0,0,0.79,0,1,0.91,0.96,-0.07,1,23,Iceland
ILM-EKF,inc death,3,IS,1,1,0,0,3.89,0,1.15,1,1,0.03,1,23,Iceland
LANL-GrowthRate,inc death,3,IS,0,0,0,0,0.88,0,1,0.91,0.95,-0.07,1,22,Iceland
RobertWalraven-ESG,inc death,3,IS,0,0,0,0,1.04,0,1,0.96,0.96,-0.06,1,23,Iceland
USC-SIkJalpha,inc death,3,IS,0,0,0,0,0.92,0,1,0.91,0.91,-0.09,1,23,Iceland
EuroCOVIDhub-baseline,inc death,4,IS,0,0,0,0,1,0,1,0.95,1,-0.05,1,22,Iceland
EuroCOVIDhub-ensemble,inc death,4,IS,0,0,0,0,1.42,0,1.35,0.91,1,-0.01,1,22,Iceland
EuroCOVIDhub-mean,inc death,4,IS,1,0,0,0,5.01,1,7.33,0.91,0.95,0.09,1,22,Iceland
EuroCOVIDhub-median,inc death,4,IS,0,0,0,0,0.68,0,1,0.91,1,-0.07,1,22,Iceland
ILM-EKF,inc death,4,IS,0,0,0,0,2.92,0,0,1,1,0.01,1,22,Iceland
LANL-GrowthRate,inc death,4,IS,0,0,0,0,0.77,0,1,0.9,1,-0.07,1,21,Iceland
RobertWalraven-ESG,inc death,4,IS,0,0,0,0,1,0,1,0.95,1,-0.06,1,22,Iceland
UMass-MechBayes,inc death,1,IS,0,0,0,0,3.43,0,1.84,0.86,1,0,1,22,Iceland
USC-SIkJalpha,inc death,4,IS,0,0,0,0,0.84,0,1,0.91,0.91,-0.09,1,22,Iceland
LANL-GrowthRate,inc death,5,IS,0,0,0,0,NA,0,NA,0.9,0.95,-0.08,1,20,Iceland
UMass-MechBayes,inc death,2,IS,0,0,0,0,5.69,0,3.82,0.81,1,0.08,1,21,Iceland
USC-SIkJalpha,inc death,5,IS,0,0,0,0,NA,0,NA,0.9,0.9,-0.1,1,21,Iceland
LANL-GrowthRate,inc death,6,IS,0,0,0,0,NA,0,NA,0.89,0.95,-0.08,1,19,Iceland
UMass-MechBayes,inc death,3,IS,1,0,0,0,5.45,1,8.53,0.8,1,0.08,1,20,Iceland
UMass-MechBayes,inc death,4,IS,2,1,0,1,10.99,3,21.28,0.84,0.95,0.06,1,19,Iceland
MUNI-ARIMA,inc death,1,IS,0,0,0,0,1.16,0,1.13,0.88,0.88,-0.12,1,17,Iceland
MUNI-ARIMA,inc death,2,IS,0,0,0,0,1.05,0,1.14,0.88,0.88,-0.12,1,16,Iceland
MUNI-ARIMA,inc death,3,IS,0,0,0,0,0.96,0,1.11,0.86,0.86,-0.14,1,14,Iceland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,IS,0,0,0,0,1.09,0,1.08,0.92,1,-0.07,1,13,Iceland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,IS,0,0,0,0,1.14,0,1.08,0.92,1,-0.07,1,13,Iceland
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,IS,0,0,0,0,1.01,0,1.08,0.92,0.92,-0.08,1,13,Iceland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,IS,0,0,0,0,0.98,0,1.08,0.92,0.92,-0.08,1,13,Iceland
MUNI-ARIMA,inc death,4,IS,0,0,0,0,0.76,0,Inf,0.92,0.92,-0.08,1,13,Iceland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,IS,0,0,0,0,1.37,0,2.18,0.92,1,-0.03,1,12,Iceland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,IS,0,0,0,0,1.34,0,1.64,0.92,1,-0.02,1,12,Iceland
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,IS,0,0,0,0,0.94,0,1.09,0.92,0.92,-0.08,1,12,Iceland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,IS,0,0,0,0,0.96,0,1.09,0.92,0.92,-0.08,1,12,Iceland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,IS,0,0,0,0,2.48,1,3.64,0.82,1,0.11,1,11,Iceland
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,IS,0,0,0,0,2.28,1,3.12,0.82,1,0.15,1,11,Iceland
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,IS,0,0,0,0,0.92,0,1.04,0.91,0.91,-0.09,1,11,Iceland
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,IS,0,0,0,0,0.76,0,1.04,0.91,0.91,-0.09,1,11,Iceland
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,IS,1,0,0,0,4.41,1,Inf,0.9,0.9,0.14,1,10,Iceland
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,IS,0,0,0,0,0.67,0,Inf,0.9,1,-0.1,1,10,Iceland
EuroCOVIDhub-baseline,inc case,1,IT,5825,1548,1044,3232,1,8439,1,0.44,1,0.17,1,25,Italy
EuroCOVIDhub-ensemble,inc case,1,IT,3746,2149,239,1358,0.59,5441,0.62,0.56,0.96,0.2,1,25,Italy
EuroCOVIDhub-mean,inc case,1,IT,3773,2176,208,1388,0.6,5493,0.63,0.56,0.96,0.22,1,25,Italy
EuroCOVIDhub-median,inc case,1,IT,3740,2149,334,1258,0.59,5644,0.64,0.6,0.92,0.17,1,25,Italy
IEM_Health-CovidProject,inc case,1,IT,5373,2144,525,2704,0.85,8022,0.87,0.32,0.76,0.32,1,25,Italy
ILM-EKF,inc case,1,IT,5006,2900,713,1393,0.82,7329,0.84,0.68,0.92,0.09,1,25,Italy
LANL-GrowthRate,inc case,1,IT,3671,2216,1264,190,0.58,5782,0.64,0.54,0.96,-0.39,1,24,Italy
UNIPV-BayesINGARCHX,inc case,1,IT,9825,1144,360,8321,1.53,10803,1.26,0.25,0.46,0.4,1,24,Italy
USC-SIkJalpha,inc case,1,IT,6334,2898,551,2885,1.02,6704,0.81,0.4,0.52,0.32,1,25,Italy
epiforecasts-EpiNow2,inc case,1,IT,3616,1740,735,1141,0.56,5785,0.62,0.48,0.92,0.13,1,25,Italy
EuroCOVIDhub-baseline,inc case,2,IT,10458,3142,1409,5908,1,16486,1,0.38,1,0.21,1,24,Italy
EuroCOVIDhub-ensemble,inc case,2,IT,7373,3583,692,3099,0.67,11600,0.66,0.58,0.83,0.23,1,24,Italy
EuroCOVIDhub-mean,inc case,2,IT,7581,3624,687,3269,0.7,12069,0.7,0.5,0.83,0.28,1,24,Italy
EuroCOVIDhub-median,inc case,2,IT,7520,3460,1142,2918,0.71,11724,0.67,0.58,0.83,0.18,1,24,Italy
IEM_Health-CovidProject,inc case,2,IT,11291,3175,1461,6655,1.01,16823,0.93,0.29,0.58,0.35,1,24,Italy
ILM-EKF,inc case,2,IT,11524,6159,1502,3864,1.11,16737,1,0.62,0.83,0.12,1,24,Italy
LANL-GrowthRate,inc case,2,IT,5965,3191,1746,1028,0.57,8416,0.51,0.65,0.87,-0.2,1,23,Italy
UNIPV-BayesINGARCHX,inc case,2,IT,16119,1781,1307,13031,1.52,17523,1.1,0.22,0.48,0.26,1,23,Italy
USC-SIkJalpha,inc case,2,IT,10179,3208,1620,5351,1.01,12092,0.75,0.33,0.46,0.34,1,24,Italy
epiforecasts-EpiNow2,inc case,2,IT,8123,4025,1029,3069,0.81,12803,0.78,0.54,0.88,0.08,1,24,Italy
EuroCOVIDhub-baseline,inc case,3,IT,15230,4435,1892,8903,1,25257,1,0.26,1,0.27,1,23,Italy
EuroCOVIDhub-ensemble,inc case,3,IT,12114,5142,1453,5520,0.77,19289,0.73,0.43,0.83,0.3,1,23,Italy
EuroCOVIDhub-mean,inc case,3,IT,13347,5486,1453,6408,0.9,21388,0.85,0.35,0.83,0.34,1,23,Italy
EuroCOVIDhub-median,inc case,3,IT,11865,4603,2495,4767,0.8,19227,0.73,0.52,0.83,0.22,1,23,Italy
IEM_Health-CovidProject,inc case,3,IT,18808,4454,2743,11611,1.13,27350,0.97,0.3,0.57,0.36,1,23,Italy
ILM-EKF,inc case,3,IT,21649,10811,2894,7943,1.54,31745,1.31,0.48,0.83,0.14,1,23,Italy
LANL-GrowthRate,inc case,3,IT,9186,4293,2867,2026,0.62,13499,0.52,0.68,0.86,-0.01,1,22,Italy
UNIPV-BayesINGARCHX,inc case,3,IT,23763,1959,2862,18943,1.49,25854,1.02,0.23,0.41,0.23,1,22,Italy
USC-SIkJalpha,inc case,3,IT,14170,3507,3404,7259,1.01,17975,0.74,0.26,0.43,0.29,1,23,Italy
epiforecasts-EpiNow2,inc case,3,IT,16713,7358,1973,7382,1.26,24967,1.08,0.48,0.87,0.08,1,23,Italy
EuroCOVIDhub-baseline,inc case,4,IT,19754,5484,2135,12135,1,33004,1,0.27,1,0.32,1,22,Italy
EuroCOVIDhub-ensemble,inc case,4,IT,17820,7118,2370,8332,0.9,27415,0.79,0.27,0.77,0.35,1,22,Italy
EuroCOVIDhub-mean,inc case,4,IT,21819,8067,2370,11382,1.24,32715,1.04,0.23,0.77,0.38,1,22,Italy
EuroCOVIDhub-median,inc case,4,IT,16890,5878,3949,7063,0.91,27829,0.83,0.32,0.77,0.23,1,22,Italy
IEM_Health-CovidProject,inc case,4,IT,27809,6057,4239,17513,1.27,38648,1.02,0.32,0.41,0.33,1,22,Italy
ILM-EKF,inc case,4,IT,37429,18425,4235,14769,2.26,52489,1.8,0.45,0.82,0.11,1,22,Italy
LANL-GrowthRate,inc case,4,IT,13490,5014,4376,4100,0.72,19959,0.59,0.33,0.76,0.12,1,21,Italy
USC-SIkJalpha,inc case,4,IT,20271,4038,5181,11052,1.23,26136,0.85,0.18,0.36,0.31,1,22,Italy
epiforecasts-EpiNow2,inc case,4,IT,32347,12811,3056,16480,2.1,49329,1.76,0.32,0.86,0.03,1,22,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc case,1,IT,2854,1563,315,976,0.52,4189,0.52,0.71,1,0.1,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,1,IT,2863,1592,304,968,0.52,4201,0.52,0.71,1,0.11,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc case,1,IT,2898,1498,475,925,0.53,4595,0.57,0.67,0.95,0.06,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,1,IT,2863,1538,411,914,0.52,4405,0.54,0.67,1,0.07,1,21,Italy
LANL-GrowthRate,inc case,5,IT,18978,5514,5960,7504,NA,27956,NA,0.2,0.7,0.21,1,20,Italy
USC-SIkJalpha,inc case,5,IT,27125,4619,7392,15115,NA,34586,NA,0.19,0.33,0.22,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc case,2,IT,5201,2603,904,1694,0.6,8134,0.59,0.6,0.95,0.14,1,20,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc case,2,IT,5450,2496,1466,1488,0.63,8156,0.59,0.6,0.85,0.06,1,20,Italy
LANL-GrowthRate,inc case,6,IT,24430,6201,7432,10797,NA,36005,NA,0.11,0.53,0.21,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc case,3,IT,9586,3962,1751,3873,0.77,15290,0.74,0.42,0.89,0.2,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,2,IT,4954,2405,924,1625,0.59,7638,0.58,0.58,1,0.13,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc case,3,IT,9102,3387,3018,2697,0.72,13762,0.65,0.47,0.84,0.09,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,2,IT,5264,2332,1412,1519,0.62,7802,0.59,0.53,0.89,0.05,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc case,4,IT,16140,6033,2685,7423,1.07,23807,0.93,0.39,0.78,0.26,1,18,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc case,4,IT,13235,4082,4533,4620,0.85,19325,0.74,0.33,0.78,0.11,1,18,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,3,IT,9581,3565,1652,4363,0.77,14915,0.73,0.41,0.88,0.26,1,17,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,3,IT,8497,2886,2606,3005,0.68,12779,0.62,0.47,0.88,0.13,1,17,Italy
MUNI-ARIMA,inc case,1,IT,1297,991,131,175,0.33,1424,0.24,0.82,1,-0.04,1,17,Italy
epiMOX-SUIHTER,inc case,1,IT,1631,1013,465,153,0.42,2093,0.37,0.65,0.94,-0.24,1,17,Italy
MUNI-ARIMA,inc case,2,IT,3539,2383,710,446,0.45,4694,0.37,0.81,1,-0.06,1,16,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc case,4,IT,18413,5814,3301,9297,1.15,26504,0.99,0.27,0.67,0.27,1,15,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc case,4,IT,13154,3490,4623,5041,0.8,19580,0.71,0.33,0.73,0.08,1,15,Italy
RobertWalraven-ESG,inc case,1,IT,4958,937,1911,2110,1.49,9072,1.04,0.28,0.68,0.06,1,25,Italy
MUNI-ARIMA,inc case,3,IT,6320,3527,1863,930,0.6,9971,0.57,0.64,1,-0.15,1,14,Italy
RobertWalraven-ESG,inc case,2,IT,8166,1188,4896,2082,1.17,14047,0.83,0.29,0.62,-0.1,1,24,Italy
MUNI-ARIMA,inc case,4,IT,9293,4672,3238,1383,0.64,15431,0.64,0.62,1,-0.23,1,13,Italy
RobertWalraven-ESG,inc case,3,IT,12175,1424,8806,1945,1.15,18730,0.76,0.13,0.52,-0.15,1,23,Italy
RobertWalraven-ESG,inc case,4,IT,16062,1639,12738,1684,1.09,21941,0.7,0.23,0.45,-0.13,1,22,Italy
Karlen-pypm,inc case,1,IT,6866,2329,1,4536,1.64,9068,1.53,0.43,0.71,0.54,1,7,Italy
Karlen-pypm,inc case,2,IT,23163,3919,0,19244,2.24,29858,1.9,0.17,0.5,0.79,1,6,Italy
Karlen-pypm,inc case,3,IT,62764,7559,0,55206,3.98,77781,3.03,0.2,0.4,0.87,1,5,Italy
Karlen-pypm,inc case,4,IT,151301,15816,0,135485,6.26,183629,4.57,0,0.25,0.92,1,4,Italy
EuroCOVIDhub-baseline,inc death,1,IT,126,55,20,50,1,184,1,0.48,1,0.11,1,25,Italy
EuroCOVIDhub-ensemble,inc death,1,IT,55,39,8,8,0.4,78,0.39,0.8,1,0.07,1,25,Italy
EuroCOVIDhub-mean,inc death,1,IT,54,39,8,7,0.39,77,0.38,0.8,1,0.08,1,25,Italy
EuroCOVIDhub-median,inc death,1,IT,52,38,7,6,0.39,67,0.37,0.72,1,0.01,1,25,Italy
IEM_Health-CovidProject,inc death,1,IT,95,52,23,20,0.66,154,0.76,0.44,1,0.02,1,25,Italy
ILM-EKF,inc death,1,IT,78,69,4,6,0.59,71,0.41,0.88,1,0.11,1,25,Italy
LANL-GrowthRate,inc death,1,IT,51,13,35,3,0.39,76,0.4,0.33,0.79,-0.31,1,24,Italy
RobertWalraven-ESG,inc death,1,IT,90,28,29,33,0.64,125,0.64,0.64,0.84,-0.11,1,25,Italy
USC-SIkJalpha,inc death,1,IT,116,42,9,65,0.86,126,0.68,0.24,0.36,0.47,1,25,Italy
epiforecasts-EpiNow2,inc death,1,IT,55,25,15,15,0.44,79,0.45,0.56,0.92,0.03,1,25,Italy
EuroCOVIDhub-baseline,inc death,2,IT,221,103,30,88,1,354,1,0.62,1,0.18,1,24,Italy
EuroCOVIDhub-ensemble,inc death,2,IT,75,52,7,16,0.31,111,0.3,0.79,1,0.11,1,24,Italy
EuroCOVIDhub-mean,inc death,2,IT,74,52,7,15,0.3,109,0.29,0.83,1,0.12,1,24,Italy
EuroCOVIDhub-median,inc death,2,IT,75,54,10,11,0.3,98,0.28,0.83,1,0.08,1,24,Italy
IEM_Health-CovidProject,inc death,2,IT,181,75,44,62,0.72,298,0.76,0.42,0.88,0.07,1,24,Italy
ILM-EKF,inc death,2,IT,95,80,2,13,0.41,97,0.31,0.88,1,0.16,1,24,Italy
Imperial-DeCa,inc death,1,IT,51,6,31,14,0.5,67,0.46,0.24,0.38,-0.13,1,21,Italy
Imperial-RtI0,inc death,1,IT,115,17,12,87,1.01,154,0.99,0.38,0.67,0.37,1,21,Italy
Imperial-sbkp,inc death,1,IT,101,10,17,74,0.87,126,0.78,0.38,0.57,0.18,1,21,Italy
LANL-GrowthRate,inc death,2,IT,79,21,53,4,0.29,122,0.27,0.35,0.78,-0.21,1,23,Italy
RobertWalraven-ESG,inc death,2,IT,165,35,69,61,0.63,222,0.56,0.54,0.75,-0.15,1,24,Italy
USC-SIkJalpha,inc death,2,IT,135,51,3,81,0.59,153,0.44,0.5,0.5,0.56,1,24,Italy
epiforecasts-EpiNow2,inc death,2,IT,93,33,16,45,0.43,142,0.43,0.33,0.88,0.12,1,24,Italy
EuroCOVIDhub-baseline,inc death,3,IT,307,140,33,134,1,508,1,0.52,1,0.24,1,23,Italy
EuroCOVIDhub-ensemble,inc death,3,IT,106,68,5,32,0.32,162,0.32,0.7,1,0.28,1,23,Italy
EuroCOVIDhub-mean,inc death,3,IT,105,69,5,32,0.32,158,0.3,0.7,1,0.27,1,23,Italy
EuroCOVIDhub-median,inc death,3,IT,108,70,9,29,0.32,171,0.32,0.65,1,0.2,1,23,Italy
IEM_Health-CovidProject,inc death,3,IT,292,101,60,131,0.83,491,0.87,0.26,0.91,0.14,1,23,Italy
ILM-EKF,inc death,3,IT,142,106,1,35,0.44,184,0.38,0.78,1,0.23,1,23,Italy
LANL-GrowthRate,inc death,3,IT,107,31,67,8,0.29,172,0.27,0.41,0.73,-0.21,1,22,Italy
RobertWalraven-ESG,inc death,3,IT,228,41,97,90,0.6,298,0.51,0.57,0.78,-0.12,1,23,Italy
USC-SIkJalpha,inc death,3,IT,201,57,1,144,0.66,241,0.5,0.22,0.39,0.73,1,23,Italy
epiforecasts-EpiNow2,inc death,3,IT,143,54,9,81,0.48,215,0.45,0.43,0.78,0.18,1,23,Italy
EuroCOVIDhub-baseline,inc death,4,IT,388,170,31,187,1,641,1,0.45,1,0.3,1,22,Italy
EuroCOVIDhub-ensemble,inc death,4,IT,157,90,3,64,0.38,248,0.39,0.5,1,0.35,1,22,Italy
EuroCOVIDhub-mean,inc death,4,IT,162,95,3,64,0.41,250,0.4,0.55,1,0.33,1,22,Italy
EuroCOVIDhub-median,inc death,4,IT,148,84,8,55,0.36,253,0.39,0.41,1,0.21,1,22,Italy
IEM_Health-CovidProject,inc death,4,IT,435,134,72,229,0.96,723,0.97,0.23,0.82,0.2,1,22,Italy
ILM-EKF,inc death,4,IT,230,157,3,71,0.57,329,0.52,0.59,1,0.22,1,22,Italy
LANL-GrowthRate,inc death,4,IT,135,43,65,27,0.28,212,0.27,0.24,0.81,-0.12,1,21,Italy
RobertWalraven-ESG,inc death,4,IT,294,48,128,118,0.57,376,0.49,0.41,0.77,-0.05,1,22,Italy
UMass-MechBayes,inc death,1,IT,76,37,22,16,0.63,99,0.59,0.55,0.86,0.1,1,22,Italy
USC-SIkJalpha,inc death,4,IT,237,72,3,162,0.63,282,0.47,0.27,0.36,0.53,1,22,Italy
epiforecasts-EpiNow2,inc death,4,IT,231,96,9,125,0.64,340,0.59,0.36,0.86,0.19,1,22,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc death,1,IT,44,27,6,10,0.38,69,0.42,0.71,1,0.11,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,1,IT,43,28,6,10,0.38,67,0.4,0.71,1,0.09,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc death,1,IT,44,27,10,7,0.38,66,0.4,0.71,1,0.02,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,1,IT,43,27,10,7,0.37,63,0.39,0.71,1,-0.01,1,21,Italy
LANL-GrowthRate,inc death,5,IT,162,58,49,54,NA,264,NA,0.4,0.9,0.01,1,20,Italy
UMass-MechBayes,inc death,2,IT,83,44,15,24,0.45,110,0.39,0.48,0.86,0.13,1,21,Italy
USC-SIkJalpha,inc death,5,IT,292,91,11,190,NA,373,NA,0.29,0.38,0.38,1,21,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc death,2,IT,57,35,2,21,0.31,93,0.32,0.55,1,0.22,1,20,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc death,2,IT,52,34,4,14,0.29,82,0.29,0.65,1,0.15,1,20,Italy
LANL-GrowthRate,inc death,6,IT,215,74,37,103,NA,341,NA,0.26,0.74,0.15,1,19,Italy
UMass-MechBayes,inc death,3,IT,113,56,9,49,0.47,157,0.39,0.65,0.85,0.04,1,20,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc death,3,IT,86,46,1,40,0.34,143,0.34,0.53,1,0.31,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,2,IT,55,31,2,22,0.32,93,0.33,0.53,1,0.22,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc death,3,IT,73,43,3,27,0.29,119,0.29,0.63,1,0.18,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,2,IT,53,32,4,17,0.31,89,0.32,0.58,1,0.16,1,19,Italy
UMass-MechBayes,inc death,4,IT,165,72,10,83,0.55,245,0.49,0.53,0.89,-0.04,1,19,Italy
EuroCOVIDhub-relative_skill_weighted_mean,inc death,4,IT,132,63,2,68,0.42,215,0.41,0.56,1,0.35,1,18,Italy
EuroCOVIDhub-relative_skill_weighted_median,inc death,4,IT,106,54,4,48,0.33,171,0.33,0.44,1,0.17,1,18,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,3,IT,80,35,1,43,0.37,128,0.37,0.59,1,0.32,1,17,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,3,IT,80,34,3,42,0.37,135,0.39,0.59,1,0.18,1,17,Italy
MUNI-ARIMA,inc death,1,IT,42,24,8,10,0.52,62,0.54,0.65,1,0,1,17,Italy
epiMOX-SUIHTER,inc death,1,IT,31,5,16,11,0.38,37,0.32,0.41,0.53,-0.34,1,17,Italy
MUNI-ARIMA,inc death,2,IT,62,42,7,12,0.49,82,0.41,0.75,1,-0.11,1,16,Italy
EuroCOVIDhub-relative_skill_weighted_mean_by_horizon,inc death,4,IT,114,43,2,69,0.49,177,0.47,0.67,0.87,0.32,1,15,Italy
EuroCOVIDhub-relative_skill_weighted_median_by_horizon,inc death,4,IT,112,36,6,70,0.48,187,0.49,0.33,0.87,0.13,1,15,Italy
MUNI-ARIMA,inc death,3,IT,73,52,14,7,0.5,108,0.49,0.71,1,-0.19,1,14,Italy
MUNI-ARIMA,inc death,4,IT,102,61,26,15,0.53,159,0.54,0.54,1,-0.24,1,13,Italy
Karlen-pypm,inc death,1,IT,28,16,2,9,0.55,37,0.52,0.71,0.86,0.17,1,7,Italy
Karlen-pypm,inc death,2,IT,57,26,2,30,0.56,91,0.54,0.33,0.83,0.42,1,6,Italy
Karlen-pypm,inc death,3,IT,139,45,0,94,0.78,225,0.81,0.2,0.8,0.64,1,5,Italy
Karlen-pypm,inc death,4,IT,381,92,0,290,1.36,606,1.33,0,0.75,0.89,1,4,Italy
EuroCOVIDhub-baseline,inc case,1,LI,8,2,3,3,1,11,1,0.24,1,-0.02,1,25,Liechtenstein
EuroCOVIDhub-ensemble,inc case,1,LI,8,3,2,3,1.06,11,0.98,0.52,0.84,0.04,1,25,Liechtenstein
EuroCOVIDhub-mean,inc case,1,LI,8,3,2,2,0.98,11,0.96,0.52,0.84,0.03,1,25,Liechtenstein
EuroCOVIDhub-median,inc case,1,LI,8,2,2,3,0.99,10,0.91,0.48,0.88,0,1,25,Liechtenstein
IEM_Health-CovidProject,inc case,1,LI,9,2,2,4,1.17,12,1.08,0.36,0.76,0.01,1,25,Liechtenstein
ILM-EKF,inc case,1,LI,13,5,6,2,1.71,21,1.83,0.44,0.96,-0.1,1,25,Liechtenstein
LANL-GrowthRate,inc case,1,LI,10,2,6,2,1.24,14,1.17,0.42,0.67,-0.2,1,24,Liechtenstein
USC-SIkJalpha,inc case,1,LI,9,2,4,4,1.2,11,0.98,0.36,0.44,-0.04,1,25,Liechtenstein
