model,target_variable,horizon,location,interval_score,sharpness,underprediction,overprediction,rel_wis,ae,rel_ae,cov_50,cov_95,bias,n_loc,n,location_name
MOCOS-agent1,inc case,2,PL,4244,2437,391,1416,0.21,6045,0.28,0.58,0.92,0.02,1,26,Poland
USC-SIkJalpha,inc case,2,PL,13113,3616,2157,7340,0.61,17209,0.7,0.23,0.35,0,1,26,Poland
epiforecasts-EpiNow2,inc case,2,PL,7585,2572,290,4722,0.31,9980,0.42,0.42,0.88,-0.11,1,26,Poland
EuroCOVIDhub-baseline,inc case,3,PL,22608,3211,5945,13451,1,28629,1,0.6,0.76,0.23,1,25,Poland
EuroCOVIDhub-ensemble,inc case,3,PL,17764,4138,591,13035,0.51,25807,0.73,0.36,0.72,0.36,1,25,Poland
IEM_Health-CovidProject,inc case,3,PL,33760,6078,1128,26555,0.94,48176,1.35,0.28,0.48,0.15,1,25,Poland
ILM-EKF,inc case,3,PL,20855,6521,112,14223,0.52,29556,0.75,0.52,0.84,-0.06,1,25,Poland
ITWW-county_repro,inc case,3,PL,34928,1414,10,33504,0.79,39043,0.98,0.24,0.6,0.57,1,25,Poland
LANL-GrowthRate,inc case,3,PL,14191,4108,1411,8672,0.4,23145,0.64,0.33,0.88,-0.09,1,24,Poland
MOCOS-agent1,inc case,3,PL,5271,2926,270,2075,0.19,7561,0.27,0.56,0.8,0.17,1,25,Poland
USC-SIkJalpha,inc case,3,PL,16875,4321,2028,10526,0.56,23589,0.72,0.2,0.4,0.02,1,25,Poland
epiforecasts-EpiExpert,inc case,3,PL,17547,2278,1897,13372,0.55,23478,0.72,0.21,0.67,0.32,1,24,Poland
epiforecasts-EpiNow2,inc case,3,PL,13607,4097,359,9152,0.39,18520,0.56,0.32,0.84,-0.1,1,25,Poland
EuroCOVIDhub-baseline,inc case,4,PL,26273,4113,4184,17977,1,33551,1,0.54,0.79,0.26,1,24,Poland
EuroCOVIDhub-ensemble,inc case,4,PL,25526,5739,300,19487,0.56,36644,0.8,0.38,0.58,0.43,1,24,Poland
IEM_Health-CovidProject,inc case,4,PL,51152,9283,681,41187,1.09,72453,1.58,0.25,0.46,0.14,1,24,Poland
ILM-EKF,inc case,4,PL,35271,11517,134,23620,0.56,50731,0.84,0.42,0.79,-0.05,1,24,Poland
ITWW-county_repro,inc case,4,PL,55679,2326,7,53346,0.83,62475,1.07,0.25,0.54,0.57,1,24,Poland
LANL-GrowthRate,inc case,4,PL,18067,5051,742,12273,0.43,27476,0.64,0.43,0.87,0.09,1,23,Poland
MOCOS-agent1,inc case,4,PL,6171,3375,29,2767,0.18,11494,0.33,0.5,0.83,0.25,1,24,Poland
USC-SIkJalpha,inc case,4,PL,19320,5677,570,13074,0.52,26908,0.65,0.17,0.29,0.03,1,24,Poland
epiforecasts-EpiExpert,inc case,4,PL,22909,2999,1481,18429,0.56,30308,0.73,0.26,0.43,0.43,1,23,Poland
epiforecasts-EpiNow2,inc case,4,PL,20079,5524,235,14320,0.41,28335,0.62,0.42,0.75,-0.07,1,24,Poland
LANL-GrowthRate,inc case,5,PL,22009,5623,125,16260,NA,32091,NA,0.32,0.77,0.25,1,22,Poland
USC-SIkJalpha,inc case,5,PL,23535,7242,265,16027,NA,31937,NA,0.13,0.22,0.06,1,23,Poland
LANL-GrowthRate,inc case,6,PL,25959,6303,61,19595,NA,37243,NA,0.29,0.62,0.39,1,21,Poland
PL_GRedlarski-DistrictsSum,inc case,1,PL,554,153,155,246,0.29,852,0.36,0.47,0.89,-0.09,1,19,Poland
MUNI-ARIMA,inc case,1,PL,514,477,18,19,0.39,335,0.21,0.95,1,0.05,1,19,Poland
PL_GRedlarski-DistrictsSum,inc case,2,PL,982,223,239,520,0.35,1425,0.43,0.39,0.83,-0.18,1,18,Poland
MUNI-ARIMA,inc case,2,PL,1076,980,69,27,0.57,884,0.38,1,1,-0.06,1,18,Poland
PL_GRedlarski-DistrictsSum,inc case,3,PL,1268,277,153,838,0.44,1844,0.56,0.47,0.82,-0.14,1,17,Poland
PL_GRedlarski-DistrictsSum,inc case,4,PL,1563,359,102,1102,0.47,2295,0.64,0.31,0.81,-0.02,1,16,Poland
RobertWalraven-ESG,inc case,1,PL,934,721,29,184,1.01,9008,0.76,0.7,0.93,0.01,1,27,Poland
epiforecasts-EpiExpert_direct,inc case,4,PL,2824,588,89,2147,1.11,4017,1.42,0.07,0.27,0.52,1,15,Poland
MUNI-ARIMA,inc case,3,PL,1341,1245,77,19,0.74,827,0.39,1,1,-0.11,1,16,Poland
RobertWalraven-ESG,inc case,2,PL,1050,834,50,167,0.79,16531,0.67,0.65,0.77,-0.02,1,26,Poland
MUNI-ARIMA,inc case,4,PL,1784,1683,94,7,0.88,738,0.31,1,1,-0.17,1,15,Poland
RobertWalraven-ESG,inc case,3,PL,1154,941,61,151,0.8,20532,0.64,0.64,0.8,-0.02,1,25,Poland
RobertWalraven-ESG,inc case,4,PL,1265,1065,70,130,0.78,21649,0.53,0.67,0.83,-0.02,1,24,Poland
Karlen-pypm,inc case,1,PL,92,74,8,9,0.29,106,0.27,1,1,0.02,1,8,Poland
Karlen-pypm,inc case,2,PL,160,90,57,13,0.27,248,0.4,0.71,1,-0.04,1,7,Poland
Karlen-pypm,inc case,3,PL,164,104,46,14,0.24,255,0.37,0.67,1,-0.02,1,6,Poland
Karlen-pypm,inc case,4,PL,181,124,40,17,0.23,275,0.35,0.8,1,-0.06,1,5,Poland
EuroCOVIDhub-baseline,inc death,1,PL,153,24,49,79,1,216,1,0.44,0.89,0.13,1,27,Poland
EuroCOVIDhub-ensemble,inc death,1,PL,63,49,7,7,0.38,72,0.34,0.7,1,0.03,1,27,Poland
IEM_Health-CovidProject,inc death,1,PL,166,106,16,44,0.95,234,1.04,0.59,0.96,0.16,1,27,Poland
ILM-EKF,inc death,1,PL,74,62,8,5,0.46,78,0.38,0.89,1,0.01,1,27,Poland
ITWW-county_repro,inc death,1,PL,174,6,103,66,0.96,193,0.84,0.22,0.37,0.19,1,27,Poland
LANL-GrowthRate,inc death,1,PL,62,23,37,2,0.39,93,0.44,0.31,0.73,-0.3,1,26,Poland
MOCOS-agent1,inc death,1,PL,55,35,12,8,0.34,69,0.34,0.7,0.96,0.05,1,27,Poland
RobertWalraven-ESG,inc death,1,PL,136,25,32,79,0.83,182,0.85,0.56,0.81,0.09,1,27,Poland
USC-SIkJalpha,inc death,1,PL,135,51,20,64,0.84,126,0.63,0.26,0.33,0.32,1,27,Poland
epiforecasts-EpiNow2,inc death,1,PL,116,61,20,36,0.69,155,0.72,0.52,0.96,0.02,1,27,Poland
EuroCOVIDhub-baseline,inc death,2,PL,300,49,89,162,1,415,1,0.5,0.73,0.17,1,26,Poland
EuroCOVIDhub-ensemble,inc death,2,PL,85,65,2,18,0.26,92,0.24,0.73,1,0.13,1,26,Poland
IEM_Health-CovidProject,inc death,2,PL,287,155,25,107,0.84,433,1.02,0.42,0.88,0.24,1,26,Poland
ILM-EKF,inc death,2,PL,112,73,14,25,0.33,174,0.4,0.69,1,0,1,26,Poland
ITWW-county_repro,inc death,2,PL,255,10,107,138,0.73,287,0.66,0.12,0.31,0.14,1,26,Poland
LANL-GrowthRate,inc death,2,PL,111,33,74,4,0.34,164,0.39,0.24,0.76,-0.31,1,25,Poland
MOCOS-agent1,inc death,2,PL,69,42,20,7,0.22,91,0.24,0.62,0.96,-0.1,1,26,Poland
RobertWalraven-ESG,inc death,2,PL,261,31,89,141,0.75,324,0.75,0.5,0.65,0.08,1,26,Poland
USC-SIkJalpha,inc death,2,PL,132,64,17,50,0.41,180,0.44,0.35,0.46,0.28,1,26,Poland
epiforecasts-EpiNow2,inc death,2,PL,180,63,25,92,0.52,251,0.59,0.31,0.85,0,1,26,Poland
EuroCOVIDhub-baseline,inc death,3,PL,458,68,132,258,1,619,1,0.4,0.64,0.22,1,25,Poland
EuroCOVIDhub-ensemble,inc death,3,PL,116,83,2,31,0.23,152,0.26,0.84,1,0.23,1,25,Poland
IEM_Health-CovidProject,inc death,3,PL,451,215,41,195,0.85,690,1.06,0.4,0.88,0.32,1,25,Poland
ILM-EKF,inc death,3,PL,184,98,14,73,0.33,312,0.44,0.56,1,-0.02,1,25,Poland
ITWW-county_repro,inc death,3,PL,345,17,81,247,0.63,397,0.59,0.12,0.28,0.13,1,25,Poland
LANL-GrowthRate,inc death,3,PL,152,43,105,4,0.28,240,0.34,0.29,0.75,-0.28,1,24,Poland
MOCOS-agent1,inc death,3,PL,76,53,20,4,0.15,106,0.17,0.64,1,-0.18,1,25,Poland
RobertWalraven-ESG,inc death,3,PL,401,37,159,204,0.73,479,0.74,0.48,0.68,0.08,1,25,Poland
USC-SIkJalpha,inc death,3,PL,165,78,4,83,0.32,242,0.38,0.32,0.48,0.45,1,25,Poland
epiforecasts-EpiExpert,inc death,3,PL,208,48,53,106,0.41,306,0.48,0.28,0.8,0.25,1,25,Poland
epiforecasts-EpiNow2,inc death,3,PL,269,73,38,159,0.49,385,0.58,0.32,0.8,-0,1,25,Poland
EuroCOVIDhub-baseline,inc death,4,PL,593,84,156,353,1,784,1,0.42,0.62,0.27,1,24,Poland
EuroCOVIDhub-ensemble,inc death,4,PL,173,106,2,65,0.24,264,0.31,0.67,1,0.33,1,24,Poland
IEM_Health-CovidProject,inc death,4,PL,650,292,53,305,0.93,991,1.17,0.38,0.79,0.36,1,24,Poland
ILM-EKF,inc death,4,PL,319,146,10,163,0.36,519,0.45,0.62,1,-0.05,1,24,Poland
ITWW-county_repro,inc death,4,PL,508,30,41,438,0.61,592,0.6,0.25,0.5,0.23,1,24,Poland
LANL-GrowthRate,inc death,4,PL,193,55,120,19,0.24,306,0.31,0.35,0.78,-0.16,1,23,Poland
MIT_CovidAnalytics-DELPHI,inc death,4,PL,339,111,137,91,0.47,518,0.57,0.54,0.79,-0.01,1,24,Poland
MOCOS-agent1,inc death,4,PL,79,65,13,1,0.11,98,0.11,0.83,1,-0.22,1,24,Poland
RobertWalraven-ESG,inc death,4,PL,525,44,214,267,0.72,615,0.71,0.5,0.62,0.16,1,24,Poland
UMass-MechBayes,inc death,1,PL,73,57,4,12,0.45,85,0.45,0.67,1,-0.01,1,24,Poland
USC-SIkJalpha,inc death,4,PL,231,108,1,122,0.3,325,0.34,0.38,0.42,0.57,1,24,Poland
epiforecasts-EpiExpert,inc death,4,PL,281,64,58,160,0.42,428,0.51,0.21,0.79,0.47,1,24,Poland
epiforecasts-EpiNow2,inc death,4,PL,383,96,36,251,0.49,550,0.57,0.38,0.79,-0.01,1,24,Poland
LANL-GrowthRate,inc death,5,PL,229,69,135,26,NA,345,NA,0.45,0.95,0.04,1,22,Poland
UMass-MechBayes,inc death,2,PL,80,61,2,18,0.26,92,0.27,0.78,0.96,0.06,1,23,Poland
USC-SIkJalpha,inc death,5,PL,342,147,2,193,NA,477,NA,0.35,0.61,0.43,1,23,Poland
LANL-GrowthRate,inc death,6,PL,291,83,138,70,NA,454,NA,0.43,0.95,0.26,1,21,Poland
UMass-MechBayes,inc death,3,PL,117,67,2,48,0.25,179,0.35,0.77,1,0.08,1,22,Poland
UMass-MechBayes,inc death,4,PL,190,79,1,110,0.31,300,0.43,0.57,1,0.19,1,21,Poland
MUNI-ARIMA,inc death,1,PL,41,17,8,15,0.54,62,0.54,0.68,0.95,0.16,1,19,Poland
MUNI-ARIMA,inc death,2,PL,63,30,13,20,0.54,92,0.55,0.72,0.94,0,1,18,Poland
epiforecasts-EpiExpert_direct,inc death,4,PL,146,23,0,123,0.97,199,1.09,0.06,0.62,0.74,1,16,Poland
MUNI-ARIMA,inc death,3,PL,77,34,13,30,0.81,107,0.89,0.81,1,-0.11,1,16,Poland
MUNI-ARIMA,inc death,4,PL,91,41,12,38,0.97,118,1,0.8,0.93,-0.18,1,15,Poland
Karlen-pypm,inc death,1,PL,5,2,2,1,0.4,8,0.49,0.62,1,0.05,1,8,Poland
Karlen-pypm,inc death,2,PL,7,3,2,2,0.34,12,0.43,0.43,1,0.05,1,7,Poland
Karlen-pypm,inc death,3,PL,9,3,3,3,0.38,15,0.53,0.33,1,0.06,1,6,Poland
Karlen-pypm,inc death,4,PL,12,4,3,6,0.46,21,0.72,0,1,0.24,1,5,Poland
EuroCOVIDhub-baseline,inc case,1,PT,1096,411,400,285,1,1438,1,0.52,1,-0.07,1,27,Portugal
EuroCOVIDhub-ensemble,inc case,1,PT,799,395,194,210,0.76,1206,0.87,0.63,0.96,-0.09,1,27,Portugal
IEM_Health-CovidProject,inc case,1,PT,927,390,192,345,0.88,1489,1.07,0.48,0.96,0,1,27,Portugal
ILM-EKF,inc case,1,PT,998,462,175,361,0.97,1638,1.19,0.44,1,-0.11,1,27,Portugal
LANL-GrowthRate,inc case,1,PT,896,428,413,55,0.82,1437,1,0.5,0.92,-0.4,1,26,Portugal
USC-SIkJalpha,inc case,1,PT,1527,263,927,337,1.4,1880,1.3,0.3,0.48,-0.14,1,27,Portugal
epiforecasts-EpiNow2,inc case,1,PT,865,380,146,340,0.82,1411,1,0.41,0.93,0.14,1,27,Portugal
EuroCOVIDhub-baseline,inc case,2,PT,1957,873,694,390,1,2665,1,0.62,1,-0.06,1,26,Portugal
EuroCOVIDhub-ensemble,inc case,2,PT,1526,646,380,500,0.83,2510,0.99,0.46,0.96,-0.14,1,26,Portugal
IEM_Health-CovidProject,inc case,2,PT,1741,531,460,751,0.95,2721,1.08,0.31,0.85,-0.04,1,26,Portugal
ILM-EKF,inc case,2,PT,2204,847,363,994,1.23,3714,1.48,0.35,0.96,-0.13,1,26,Portugal
LANL-GrowthRate,inc case,2,PT,1663,570,621,472,0.88,2590,0.99,0.48,0.88,-0.26,1,25,Portugal
USC-SIkJalpha,inc case,2,PT,2604,309,1753,542,1.37,3255,1.23,0.19,0.31,-0.27,1,26,Portugal
epiforecasts-EpiNow2,inc case,2,PT,1974,768,306,900,1.05,3254,1.26,0.31,0.92,0.08,1,26,Portugal
EuroCOVIDhub-baseline,inc case,3,PT,2579,1274,951,354,1,3531,1,0.68,1,-0.07,1,25,Portugal
EuroCOVIDhub-ensemble,inc case,3,PT,2301,974,648,678,0.95,4034,1.19,0.32,0.96,-0.15,1,25,Portugal
IEM_Health-CovidProject,inc case,3,PT,2536,717,846,973,1.05,4019,1.19,0.2,0.88,-0.11,1,25,Portugal
ILM-EKF,inc case,3,PT,3824,1397,612,1815,1.62,6069,1.81,0.24,0.92,-0.16,1,25,Portugal
LANL-GrowthRate,inc case,3,PT,2565,742,968,855,1.05,4086,1.18,0.25,0.83,-0.23,1,24,Portugal
USC-SIkJalpha,inc case,3,PT,3199,347,2564,289,1.26,4020,1.12,0.24,0.36,-0.49,1,25,Portugal
epiforecasts-EpiNow2,inc case,3,PT,3542,1293,564,1685,1.43,5579,1.61,0.44,0.8,-0,1,25,Portugal
EuroCOVIDhub-baseline,inc case,4,PT,3086,1617,1162,307,1,4310,1,0.71,1,-0.09,1,24,Portugal
EuroCOVIDhub-ensemble,inc case,4,PT,3148,1405,893,850,1.05,5330,1.26,0.46,1,-0.17,1,24,Portugal
IEM_Health-CovidProject,inc case,4,PT,3340,969,1284,1087,1.14,5287,1.26,0.17,0.83,-0.17,1,24,Portugal
ILM-EKF,inc case,4,PT,6082,2243,889,2951,2.15,9549,2.32,0.33,0.92,-0.18,1,24,Portugal
LANL-GrowthRate,inc case,4,PT,3187,891,1451,845,1.07,4901,1.14,0.39,0.87,-0.22,1,23,Portugal
USC-SIkJalpha,inc case,4,PT,3889,408,3330,151,1.29,5036,1.15,0.25,0.33,-0.6,1,24,Portugal
epiforecasts-EpiNow2,inc case,4,PT,5274,1874,911,2488,1.74,7641,1.76,0.46,0.71,-0.07,1,24,Portugal
LANL-GrowthRate,inc case,5,PT,3333,931,1876,526,NA,4712,NA,0.5,0.77,-0.18,1,22,Portugal
USC-SIkJalpha,inc case,5,PT,4632,481,4093,58,NA,5899,NA,0.26,0.48,-0.57,1,23,Portugal
LANL-GrowthRate,inc case,6,PT,3843,1016,2331,496,NA,5410,NA,0.48,0.76,-0.13,1,21,Portugal
MUNI-ARIMA,inc case,1,PT,2020,517,915,588,1.64,2339,1.44,0.74,0.89,-0,1,19,Portugal
MUNI-ARIMA,inc case,2,PT,2730,1260,1026,445,1.2,3386,1.08,0.89,0.94,-0.05,1,18,Portugal
RobertWalraven-ESG,inc case,1,PT,1596,356,713,526,1.12,1876,1.3,0.33,0.78,-0.31,1,27,Portugal
MUNI-ARIMA,inc case,3,PT,4228,2136,1317,775,1.31,5859,1.28,0.75,0.94,-0.06,1,16,Portugal
RobertWalraven-ESG,inc case,2,PT,3076,429,1757,889,1.16,2939,1.11,0.38,0.69,-0.39,1,26,Portugal
MUNI-ARIMA,inc case,4,PT,5584,3012,1553,1018,1.41,7999,1.38,0.73,0.93,-0.07,1,15,Portugal
RobertWalraven-ESG,inc case,3,PT,4431,498,3074,859,1.19,3945,1.1,0.36,0.68,-0.38,1,25,Portugal
RobertWalraven-ESG,inc case,4,PT,5487,557,4285,645,1.16,4593,1.03,0.38,0.67,-0.42,1,24,Portugal
Karlen-pypm,inc case,1,PT,2153,885,182,1086,1.2,2950,1.2,0.62,0.75,0.2,1,8,Portugal
Karlen-pypm,inc case,2,PT,4456,981,685,2790,1.41,6034,1.37,0.43,0.71,0.11,1,7,Portugal
Karlen-pypm,inc case,3,PT,6178,1011,1444,3723,1.74,8194,1.62,0.33,0.5,0.05,1,6,Portugal
Karlen-pypm,inc case,4,PT,6734,912,1972,3849,1.88,8681,1.54,0.2,0.4,-0.01,1,5,Portugal
EuroCOVIDhub-baseline,inc death,1,PT,13,8,1,4,1,14,1,0.81,1,0.09,1,27,Portugal
EuroCOVIDhub-ensemble,inc death,1,PT,5,4,1,1,0.45,7,0.6,0.78,1,0.08,1,27,Portugal
IEM_Health-CovidProject,inc death,1,PT,6,3,2,2,0.51,11,0.84,0.48,1,-0.1,1,27,Portugal
ILM-EKF,inc death,1,PT,10,8,1,0,0.82,7,0.55,0.93,1,0.07,1,27,Portugal
LANL-GrowthRate,inc death,1,PT,8,2,5,1,0.71,12,1,0.38,0.73,-0.12,1,26,Portugal
RobertWalraven-ESG,inc death,1,PT,8,4,3,1,0.68,12,0.99,0.63,0.96,-0.19,1,27,Portugal
USC-SIkJalpha,inc death,1,PT,6,2,2,3,0.48,8,0.63,0.3,0.52,0.09,1,27,Portugal
epiforecasts-EpiNow2,inc death,1,PT,5,3,1,2,0.44,8,0.64,0.59,0.96,0.2,1,27,Portugal
EuroCOVIDhub-baseline,inc death,2,PT,21,15,1,5,1,24,1,0.88,1,0.06,1,26,Portugal
EuroCOVIDhub-ensemble,inc death,2,PT,6,4,1,1,0.32,8,0.42,0.81,1,0.09,1,26,Portugal
IEM_Health-CovidProject,inc death,2,PT,8,4,3,2,0.41,13,0.65,0.42,0.96,-0.12,1,26,Portugal
ILM-EKF,inc death,2,PT,10,9,1,1,0.54,8,0.37,0.88,1,0.09,1,26,Portugal
LANL-GrowthRate,inc death,2,PT,12,2,8,2,0.61,17,0.84,0.32,0.68,-0.12,1,25,Portugal
RobertWalraven-ESG,inc death,2,PT,9,5,4,0,0.48,14,0.71,0.77,0.96,-0.26,1,26,Portugal
USC-SIkJalpha,inc death,2,PT,7,2,2,3,0.33,9,0.44,0.27,0.5,-0,1,26,Portugal
epiforecasts-EpiNow2,inc death,2,PT,8,4,1,3,0.36,12,0.53,0.5,0.96,0.3,1,26,Portugal
EuroCOVIDhub-baseline,inc death,3,PT,28,21,2,5,1,31,1,0.92,1,0.02,1,25,Portugal
EuroCOVIDhub-ensemble,inc death,3,PT,8,6,1,2,0.32,11,0.45,0.76,1,0.11,1,25,Portugal
IEM_Health-CovidProject,inc death,3,PT,11,4,4,2,0.43,18,0.72,0.44,0.96,-0.13,1,25,Portugal
ILM-EKF,inc death,3,PT,12,10,1,1,0.47,11,0.42,0.8,1,0.11,1,25,Portugal
LANL-GrowthRate,inc death,3,PT,16,2,11,3,0.62,22,0.84,0.17,0.62,-0.09,1,24,Portugal
RobertWalraven-ESG,inc death,3,PT,11,6,5,0,0.45,17,0.67,0.72,0.96,-0.32,1,25,Portugal
USC-SIkJalpha,inc death,3,PT,10,2,4,5,0.37,13,0.48,0.24,0.48,0.06,1,25,Portugal
epiforecasts-EpiNow2,inc death,3,PT,11,6,1,4,0.37,15,0.52,0.56,0.96,0.3,1,25,Portugal
EuroCOVIDhub-baseline,inc death,4,PT,34,27,2,5,1,37,1,0.96,1,0.03,1,24,Portugal
EuroCOVIDhub-ensemble,inc death,4,PT,12,8,2,2,0.36,14,0.46,0.71,1,0.12,1,24,Portugal
IEM_Health-CovidProject,inc death,4,PT,14,5,6,3,0.48,23,0.78,0.42,0.96,-0.17,1,24,Portugal
ILM-EKF,inc death,4,PT,15,12,1,2,0.51,18,0.6,0.79,1,0.09,1,24,Portugal
LANL-GrowthRate,inc death,4,PT,20,2,14,3,0.63,25,0.81,0.17,0.57,-0.11,1,23,Portugal
RobertWalraven-ESG,inc death,4,PT,14,6,7,0,0.44,20,0.66,0.67,0.92,-0.33,1,24,Portugal
UMass-MechBayes,inc death,1,PT,6,2,2,2,0.6,9,0.81,0.58,0.88,0.2,1,24,Portugal
USC-SIkJalpha,inc death,4,PT,14,2,7,5,0.41,18,0.51,0.21,0.38,-0.02,1,24,Portugal
epiforecasts-EpiNow2,inc death,4,PT,17,10,1,6,0.48,24,0.68,0.5,0.96,0.24,1,24,Portugal
LANL-GrowthRate,inc death,5,PT,22,2,17,3,NA,28,NA,0.23,0.55,-0.15,1,22,Portugal
UMass-MechBayes,inc death,2,PT,8,3,3,3,0.44,10,0.54,0.61,0.91,0.16,1,23,Portugal
USC-SIkJalpha,inc death,5,PT,17,3,10,5,NA,23,NA,0.04,0.35,-0.05,1,23,Portugal
LANL-GrowthRate,inc death,6,PT,26,3,20,4,NA,31,NA,0.14,0.52,-0.14,1,21,Portugal
UMass-MechBayes,inc death,3,PT,11,4,3,4,0.45,16,0.64,0.5,0.91,0.19,1,22,Portugal
UMass-MechBayes,inc death,4,PT,16,7,4,5,0.5,22,0.71,0.57,0.9,0.2,1,21,Portugal
MUNI-ARIMA,inc death,1,PT,14,4,6,3,1.42,19,1.92,0.63,0.89,-0.01,1,19,Portugal
MUNI-ARIMA,inc death,2,PT,23,11,7,6,1.39,33,2.07,0.67,0.94,-0.03,1,18,Portugal
MUNI-ARIMA,inc death,3,PT,36,21,7,8,1.46,48,2.09,0.69,0.94,-0.06,1,16,Portugal
MUNI-ARIMA,inc death,4,PT,53,36,8,10,1.63,65,2.14,0.73,0.93,-0.05,1,15,Portugal
Karlen-pypm,inc death,1,PT,7,4,1,1,0.41,10,0.63,0.62,1,0.05,1,8,Portugal
Karlen-pypm,inc death,2,PT,7,5,1,1,0.3,10,0.46,0.86,1,0.11,1,7,Portugal
Karlen-pypm,inc death,3,PT,8,6,1,1,0.26,11,0.37,0.83,1,0.05,1,6,Portugal
Karlen-pypm,inc death,4,PT,11,7,2,2,0.31,20,0.57,0.6,1,0.02,1,5,Portugal
EuroCOVIDhub-baseline,inc case,1,RO,1653,352,528,773,1,2446,1,0.41,0.96,0.05,1,27,Romania
EuroCOVIDhub-ensemble,inc case,1,RO,774,444,40,290,0.39,1249,0.47,0.44,1,0.09,1,27,Romania
IEM_Health-CovidProject,inc case,1,RO,1187,468,89,630,0.56,1967,0.71,0.22,0.89,-0.01,1,27,Romania
ILM-EKF,inc case,1,RO,878,480,67,332,0.46,1334,0.47,0.56,0.93,-0.04,1,27,Romania
LANL-GrowthRate,inc case,1,RO,588,443,136,9,0.31,746,0.29,0.73,1,-0.39,1,26,Romania
USC-SIkJalpha,inc case,1,RO,1493,556,155,782,0.75,1772,0.68,0.26,0.48,0.22,1,27,Romania
epiforecasts-EpiNow2,inc case,1,RO,508,289,44,175,0.25,796,0.28,0.59,0.89,-0.03,1,27,Romania
EuroCOVIDhub-baseline,inc case,2,RO,3072,711,805,1556,1,4615,1,0.5,0.85,0.07,1,26,Romania
EuroCOVIDhub-ensemble,inc case,2,RO,1707,709,110,888,0.46,2888,0.56,0.27,1,0.14,1,26,Romania
IEM_Health-CovidProject,inc case,2,RO,2602,712,283,1608,0.7,4132,0.78,0.15,0.54,0.01,1,26,Romania
ILM-EKF,inc case,2,RO,1971,854,138,979,0.52,3014,0.53,0.46,0.88,-0.03,1,26,Romania
LANL-GrowthRate,inc case,2,RO,1130,593,220,317,0.33,1817,0.36,0.52,0.88,-0.29,1,25,Romania
USC-SIkJalpha,inc case,2,RO,2314,651,318,1345,0.71,2982,0.62,0.23,0.35,0.15,1,26,Romania
epiforecasts-EpiNow2,inc case,2,RO,1343,609,85,649,0.38,2135,0.41,0.42,0.81,-0.06,1,26,Romania
EuroCOVIDhub-baseline,inc case,3,RO,4282,985,830,2467,1,6490,1,0.44,0.84,0.14,1,25,Romania
EuroCOVIDhub-ensemble,inc case,3,RO,3075,1076,199,1800,0.61,4915,0.7,0.16,0.76,0.17,1,25,Romania
IEM_Health-CovidProject,inc case,3,RO,4467,1044,441,2982,0.9,6804,0.94,0.2,0.4,0.06,1,25,Romania
ILM-EKF,inc case,3,RO,3539,1352,237,1950,0.68,5256,0.68,0.52,0.8,-0.04,1,25,Romania
LANL-GrowthRate,inc case,3,RO,2278,758,472,1049,0.55,3501,0.53,0.42,0.75,-0.13,1,24,Romania
USC-SIkJalpha,inc case,3,RO,3309,791,380,2138,0.77,4396,0.67,0.12,0.28,0.16,1,25,Romania
epiforecasts-EpiNow2,inc case,3,RO,2658,997,145,1516,0.55,4231,0.6,0.36,0.8,-0.1,1,25,Romania
EuroCOVIDhub-baseline,inc case,4,RO,5306,1201,682,3422,1,7956,1,0.54,0.83,0.18,1,24,Romania
EuroCOVIDhub-ensemble,inc case,4,RO,4853,1624,354,2875,0.8,7383,0.85,0.12,0.67,0.22,1,24,Romania
IEM_Health-CovidProject,inc case,4,RO,6741,1495,624,4621,1.12,9733,1.11,0.17,0.29,0.08,1,24,Romania
ILM-EKF,inc case,4,RO,5604,2005,433,3166,0.88,8218,0.88,0.42,0.67,-0.04,1,24,Romania
LANL-GrowthRate,inc case,4,RO,3694,926,803,1964,0.75,5406,0.67,0.22,0.61,0.04,1,23,Romania
USC-SIkJalpha,inc case,4,RO,4661,1080,410,3172,0.95,6764,0.89,0.17,0.29,0.21,1,24,Romania
epiforecasts-EpiNow2,inc case,4,RO,4352,1405,240,2708,0.73,6799,0.81,0.33,0.67,-0.13,1,24,Romania
LANL-GrowthRate,inc case,5,RO,5116,1091,1054,2970,NA,7394,NA,0.14,0.45,0.18,1,22,Romania
USC-SIkJalpha,inc case,5,RO,5466,1195,794,3477,NA,8161,NA,0.13,0.22,0.09,1,23,Romania
LANL-GrowthRate,inc case,6,RO,6631,1296,1309,4026,NA,9325,NA,0.1,0.29,0.25,1,21,Romania
MUNI-ARIMA,inc case,1,RO,224,157,57,10,0.33,298,0.31,0.89,1,-0.18,1,19,Romania
MUNI-ARIMA,inc case,2,RO,462,336,117,9,0.42,684,0.44,0.89,1,-0.26,1,18,Romania
RobertWalraven-ESG,inc case,1,RO,843,138,418,287,1.48,1943,0.8,0.3,0.7,-0.11,1,27,Romania
MUNI-ARIMA,inc case,3,RO,695,449,237,9,0.52,1158,0.56,0.88,1,-0.32,1,16,Romania
RobertWalraven-ESG,inc case,2,RO,1471,166,963,342,1.54,3398,0.75,0.27,0.69,-0.18,1,26,Romania
MUNI-ARIMA,inc case,4,RO,914,550,360,4,0.58,1588,0.62,0.8,1,-0.39,1,15,Romania
RobertWalraven-ESG,inc case,3,RO,2004,198,1445,360,1.6,4609,0.74,0.24,0.6,-0.16,1,25,Romania
