location_name,location,date,value,source,type
Belgium,BE,2020-09-05,16,Public,Scraped
Belgium,BE,2020-09-06,17,Public,Scraped
Belgium,BE,2020-09-07,26,Public,Scraped
Belgium,BE,2020-09-08,42,Public,Scraped
Belgium,BE,2020-09-09,24,Public,Scraped
Belgium,BE,2020-09-10,29,Public,Scraped
Belgium,BE,2020-09-11,31,Public,Scraped
Belgium,BE,2020-09-12,35,Public,Scraped
Belgium,BE,2020-09-13,41,Public,Scraped
Belgium,BE,2020-09-14,34,Public,Scraped
Belgium,BE,2020-09-15,50,Public,Scraped
Belgium,BE,2020-09-16,46,Public,Scraped
Belgium,BE,2020-09-17,49,Public,Scraped
Belgium,BE,2020-09-18,58,Public,Scraped
Belgium,BE,2020-09-19,58,Public,Scraped
Belgium,BE,2020-09-20,50,Public,Scraped
Belgium,BE,2020-09-21,61,Public,Scraped
Belgium,BE,2020-09-22,76,Public,Scraped
Belgium,BE,2020-09-23,74,Public,Scraped
Belgium,BE,2020-09-24,93,Public,Scraped
Belgium,BE,2020-09-25,74,Public,Scraped
Belgium,BE,2020-09-26,54,Public,Scraped
Belgium,BE,2020-09-27,51,Public,Scraped
Belgium,BE,2020-09-28,74,Public,Scraped
Belgium,BE,2020-07-17,11,Public,Scraped
Belgium,BE,2020-07-18,27,Public,Scraped
Belgium,BE,2020-07-19,18,Public,Scraped
Belgium,BE,2020-07-20,14,Public,Scraped
Belgium,BE,2020-07-21,8,Public,Scraped
Belgium,BE,2020-07-22,23,Public,Scraped
Belgium,BE,2020-07-23,33,Public,Scraped
Belgium,BE,2020-07-24,34,Public,Scraped
Belgium,BE,2020-07-25,26,Public,Scraped
Belgium,BE,2020-07-26,15,Public,Scraped
Belgium,BE,2020-07-27,28,Public,Scraped
Belgium,BE,2020-07-28,41,Public,Scraped
Belgium,BE,2020-07-29,35,Public,Scraped
Belgium,BE,2020-07-30,30,Public,Scraped
Belgium,BE,2020-07-31,19,Public,Scraped
Belgium,BE,2020-08-01,29,Public,Scraped
Belgium,BE,2020-08-02,29,Public,Scraped
Belgium,BE,2020-08-03,29,Public,Scraped
Belgium,BE,2020-08-04,20,Public,Scraped
Belgium,BE,2020-08-05,50,Public,Scraped
Belgium,BE,2020-08-06,33,Public,Scraped
Belgium,BE,2020-08-07,33,Public,Scraped
Belgium,BE,2020-08-08,38,Public,Scraped
Belgium,BE,2020-08-09,23,Public,Scraped
Belgium,BE,2020-08-10,41,Public,Scraped
Belgium,BE,2020-08-11,52,Public,Scraped
Belgium,BE,2020-08-12,35,Public,Scraped
Belgium,BE,2020-08-13,46,Public,Scraped
Belgium,BE,2020-08-14,33,Public,Scraped
Belgium,BE,2020-08-15,43,Public,Scraped
Belgium,BE,2020-08-16,29,Public,Scraped
Belgium,BE,2021-06-26,24,Public,Scraped
Belgium,BE,2021-06-27,12,Public,Scraped
Belgium,BE,2021-06-28,15,Public,Scraped
Belgium,BE,2021-06-29,18,Public,Scraped
Belgium,BE,2021-06-30,14,Public,Scraped
Belgium,BE,2021-10-14,78,Public,Scraped
Belgium,BE,2021-10-15,61,Public,Scraped
Belgium,BE,2021-10-16,97,Public,Scraped
Belgium,BE,2021-10-17,59,Public,Scraped
Belgium,BE,2021-10-18,82,Public,Scraped
Belgium,BE,2021-10-19,107,Public,Scraped
Belgium,BE,2021-10-20,130,Public,Scraped
Belgium,BE,2021-10-21,116,Public,Scraped
Belgium,BE,2021-10-22,126,Public,Scraped
Belgium,BE,2021-10-23,111,Public,Scraped
Belgium,BE,2020-07-12,7,Public,Scraped
Belgium,BE,2020-07-13,9,Public,Scraped
Belgium,BE,2020-07-14,18,Public,Scraped
