location_name,location,date,value,source,type
United Kingdom,GB,2021-02-07,1853,Hub,Scraped
United Kingdom,GB,2021-02-06,1894,Hub,Scraped
United Kingdom,GB,2021-02-05,2008,Hub,Scraped
United Kingdom,GB,2021-02-04,2142,Hub,Scraped
United Kingdom,GB,2021-02-03,2361,Hub,Scraped
United Kingdom,GB,2021-02-02,2484,Hub,Scraped
United Kingdom,GB,2021-02-01,2603,Hub,Scraped
United Kingdom,GB,2021-01-31,2408,Hub,Scraped
United Kingdom,GB,2021-01-30,2471,Hub,Scraped
United Kingdom,GB,2021-01-29,2687,Hub,Scraped
United Kingdom,GB,2021-01-28,3044,Hub,Scraped
United Kingdom,GB,2021-01-27,3064,Hub,Scraped
United Kingdom,GB,2021-01-26,3153,Hub,Scraped
United Kingdom,GB,2021-01-25,2931,Hub,Scraped
United Kingdom,GB,2021-01-24,3114,Hub,Scraped
United Kingdom,GB,2021-01-23,3118,Hub,Scraped
United Kingdom,GB,2021-01-22,3396,Hub,Scraped
United Kingdom,GB,2021-01-21,3636,Hub,Scraped
United Kingdom,GB,2021-01-20,4051,Hub,Scraped
United Kingdom,GB,2021-01-19,4162,Hub,Scraped
United Kingdom,GB,2021-01-18,4068,Hub,Scraped
United Kingdom,GB,2021-01-17,3750,Hub,Scraped
United Kingdom,GB,2021-01-16,3941,Hub,Scraped
United Kingdom,GB,2021-01-15,3686,Hub,Scraped
United Kingdom,GB,2021-01-14,4106,Hub,Scraped
United Kingdom,GB,2021-01-13,4224,Hub,Scraped
United Kingdom,GB,2021-01-12,4583,Hub,Scraped
United Kingdom,GB,2021-01-11,4309,Hub,Scraped
United Kingdom,GB,2021-01-10,3938,Hub,Scraped
United Kingdom,GB,2021-01-09,4130,Hub,Scraped
United Kingdom,GB,2021-01-08,3999,Hub,Scraped
United Kingdom,GB,2021-01-07,4296,Hub,Scraped
United Kingdom,GB,2021-01-06,4393,Hub,Scraped
United Kingdom,GB,2021-01-05,4119,Hub,Scraped
United Kingdom,GB,2021-01-04,3938,Hub,Scraped
United Kingdom,GB,2021-01-03,3649,Hub,Scraped
United Kingdom,GB,2021-01-02,3441,Hub,Scraped
United Kingdom,GB,2021-01-01,3369,Hub,Scraped
United Kingdom,GB,2020-12-31,2923,Hub,Scraped
United Kingdom,GB,2020-12-30,3295,Hub,Scraped
United Kingdom,GB,2020-12-29,3252,Hub,Scraped
United Kingdom,GB,2020-12-28,3134,Hub,Scraped
United Kingdom,GB,2020-12-27,2872,Hub,Scraped
United Kingdom,GB,2020-12-26,2530,Hub,Scraped
United Kingdom,GB,2020-12-25,2181,Hub,Scraped
United Kingdom,GB,2020-12-24,2083,Hub,Scraped
United Kingdom,GB,2020-12-23,2281,Hub,Scraped
United Kingdom,GB,2020-12-22,2482,Hub,Scraped
United Kingdom,GB,2020-12-21,2373,Hub,Scraped
United Kingdom,GB,2020-12-20,2171,Hub,Scraped
United Kingdom,GB,2020-12-19,2046,Hub,Scraped
United Kingdom,GB,2020-12-18,1923,Hub,Scraped
United Kingdom,GB,2020-12-17,2145,Hub,Scraped
United Kingdom,GB,2020-12-16,2084,Hub,Scraped
United Kingdom,GB,2020-12-15,1959,Hub,Scraped
United Kingdom,GB,2020-12-14,1957,Hub,Scraped
United Kingdom,GB,2020-12-13,1754,Hub,Scraped
United Kingdom,GB,2020-12-12,1801,Hub,Scraped
United Kingdom,GB,2020-12-11,1690,Hub,Scraped
United Kingdom,GB,2020-12-10,1754,Hub,Scraped
United Kingdom,GB,2020-12-09,1759,Hub,Scraped
United Kingdom,GB,2020-12-08,1784,Hub,Scraped
United Kingdom,GB,2020-12-07,1663,Hub,Scraped
United Kingdom,GB,2020-12-06,1471,Hub,Scraped
United Kingdom,GB,2020-12-05,1378,Hub,Scraped
United Kingdom,GB,2020-12-04,1433,Hub,Scraped
United Kingdom,GB,2020-12-03,1502,Hub,Scraped
United Kingdom,GB,2020-12-02,1488,Hub,Scraped
United Kingdom,GB,2020-12-01,1495,Hub,Scraped
United Kingdom,GB,2020-11-30,1408,Hub,Scraped
United Kingdom,GB,2020-11-29,1390,Hub,Scraped
United Kingdom,GB,2020-11-28,1222,Hub,Scraped
United Kingdom,GB,2020-11-27,1280,Hub,Scraped
United Kingdom,GB,2020-11-26,1427,Hub,Scraped
United Kingdom,GB,2020-11-25,1614,Hub,Scraped
United Kingdom,GB,2020-11-24,1500,Hub,Scraped
United Kingdom,GB,2020-11-23,1589,Hub,Scraped
United Kingdom,GB,2020-11-22,1492,Hub,Scraped
United Kingdom,GB,2020-11-21,1462,Hub,Scraped
United Kingdom,GB,2020-11-20,1554,Hub,Scraped
United Kingdom,GB,2020-11-19,1688,Hub,Scraped
United Kingdom,GB,2020-11-18,1790,Hub,Scraped
United Kingdom,GB,2020-11-17,1720,Hub,Scraped
United Kingdom,GB,2020-11-16,1772,Hub,Scraped
United Kingdom,GB,2020-11-15,1675,Hub,Scraped
United Kingdom,GB,2020-11-14,1617,Hub,Scraped
United Kingdom,GB,2020-11-13,1651,Hub,Scraped
